,latitude,longitude,minimum_nights,availability_365,neighbourhood_group_n,room_type_n
26736,40.72229,-73.99308,3,0,1,0
35104,40.67182,-73.94446,3,0,0,1
6861,40.78286,-73.98339,30,274,1,1
5082,40.76073,-73.99215,30,342,1,1
13665,40.70154,-73.94759,3,1,0,0
35120,40.59623,-74.0839,4,290,3,0
4093,40.64851,-73.96121,1,176,0,0
38967,40.84878,-73.93449,1,0,1,0
45548,40.66319,-73.93434,1,365,0,0
48186,40.72548,-74.0021,1,203,1,0
37961,40.69285,-73.92085,3,24,0,0
21083,40.71285,-73.96477,4,126,0,1
7740,40.77554,-73.95141,6,3,1,1
38807,40.70631,-74.00886,30,45,1,1
19362,40.73707,-73.92082,7,206,2,2
7874,40.77793,-73.9602,5,0,1,1
1681,40.70369,-73.93284,3,0,0,0
38735,40.71609,-74.00501,30,342,1,1
28355,40.80259,-73.96446,5,0,1,0
29593,40.63557,-74.03449,2,96,0,1
36754,40.70466,-73.9177,4,0,0,1
10791,40.70948,-73.94081,4,188,0,1
29109,40.76595,-73.98169,1,0,1,1
32991,40.65004,-74.00512,3,345,0,0
28271,40.64215,-73.95685,4,0,0,0
3667,40.73747,-74.00014,1,63,1,0
25900,40.69122,-73.96976,3,35,0,0
9995,40.70442,-73.92484,5,0,0,1
8918,40.68276,-74.00016,4,0,0,1
18344,40.74041,-73.98933,3,0,1,1
8295,40.74444,-73.92451,1,0,2,1
29001,40.76384,-73.99309,1,153,1,0
8752,40.70873,-73.95219,1,0,0,0
244,40.71445,-73.9908,4,353,1,0
32238,40.61006,-73.99902,4,70,0,0
33920,40.67844,-73.93831,1,22,0,0
42476,40.63213,-73.94559,2,61,0,0
34135,40.75017,-73.89219,5,363,2,1
16963,40.64328,-73.97506,7,0,0,1
46211,40.71986,-73.95891,3,353,0,1
46342,40.7923,-73.94613,2,44,1,1
47412,40.77219,-73.98991,2,15,1,1
41581,40.76262,-73.98865,1,8,1,1
37971,40.68198,-73.98962,30,365,0,0
14915,40.79533,-73.94764,2,38,1,0
13039,40.76693,-73.98139,30,352,1,1
40174,40.6434,-73.94738,2,21,0,1
2186,40.69017,-73.95493,28,343,0,0
16437,40.68066,-73.96696,2,279,0,1
29079,40.68695,-73.8045,1,151,2,0
24252,40.77059,-73.95522,4,0,1,1
20458,40.6957,-73.91875,25,0,0,0
4550,40.67765,-73.96378,4,34,0,1
42197,40.79359,-73.9407,2,125,1,0
37519,40.80679,-73.95105,2,0,1,0
36456,40.70813,-73.94707,10,48,0,0
15214,40.76452,-73.92804,2,365,2,2
3603,40.73107,-73.95712,30,92,0,0
18936,40.69377,-73.9307,2,10,0,1
7668,40.79082,-73.94615,1,46,1,2
30185,40.69029,-73.92277,3,0,0,1
33270,40.76071,-73.96062,3,0,1,1
10687,40.84111,-73.93698,3,287,1,0
41245,40.87905,-73.85243,2,300,4,1
20421,40.69612,-73.97361,2,0,0,0
2072,40.70163,-73.98208,3,0,0,0
40962,40.69653,-73.99541,3,94,0,1
28002,40.75346,-73.96872,1,217,1,0
40368,40.74535,-73.97898,2,348,1,2
10487,40.68581,-73.95218,3,0,0,1
31338,40.72081,-73.98461,4,164,1,1
13505,40.69802,-73.91472,1,0,0,0
9368,40.67916,-73.98911,2,263,0,1
30253,40.75857,-73.89298,2,51,2,0
47050,40.69483,-73.94059,30,324,0,2
45017,40.76245,-73.98339,1,320,1,0
12544,40.71769,-73.9544,3,0,0,0
39384,40.68643,-73.97873,1,1,0,1
45942,40.74892,-73.98155,30,312,1,1
38818,40.66051,-73.92964,1,364,0,0
1199,40.70753,-73.92048,5,0,0,1
36675,40.6904,-73.98502,9,12,0,1
10135,40.58881,-73.81066,1,336,2,1
31566,40.77883,-73.95528,3,365,1,1
6381,40.65859,-73.96196,6,0,0,0
40192,40.72467,-73.98878,1,0,1,1
2328,40.72271,-73.98478,3,330,1,1
8967,40.69296,-73.9242,1,0,0,0
5737,40.64251,-73.9597,30,365,0,0
21710,40.81161,-73.94394,5,0,1,0
41390,40.76242,-73.9925,2,155,1,1
23078,40.60795,-73.98955,1,364,0,0
16204,40.7382,-73.98301,30,236,1,1
16780,40.74272,-73.92347,2,0,2,1
46155,40.84709,-73.93525,10,229,1,0
22909,40.72565,-74.00161,2,0,1,1
26828,40.679,-73.97096,14,0,0,1
12146,40.66261,-73.9588,1,0,0,0
46022,40.72764,-73.98712,3,67,1,0
30963,40.77694,-73.90846,4,0,2,0
8509,40.82589,-73.95094,2,173,1,0
17718,40.76963,-73.93041,2,89,2,1
21602,40.79536,-73.94197,30,341,1,0
7883,40.84035,-73.94089,30,97,1,1
31911,40.80793,-73.95127,2,6,1,1
39425,40.8241,-73.94682,2,180,1,0
21134,40.67692,-73.91541,3,57,0,0
1030,40.74406,-73.98273,2,207,1,1
39971,40.72956,-73.9986,3,0,1,1
34501,40.66793,-73.98934,3,144,0,1
44293,40.70395,-73.92585,4,75,0,0
4762,40.70586,-73.94135,1,0,0,2
17832,40.68477,-73.96757,10,0,0,1
3962,40.68727,-74.00352,30,18,0,1
36707,40.69363,-73.9404,2,292,0,0
43102,40.71922,-73.98514,1,11,1,0
22599,40.766,-73.98945,1,176,1,0
17187,40.76885,-73.96472,2,40,1,1
7871,40.70532,-73.93868,5,88,0,0
32428,40.68866,-73.92238,2,75,0,0
24919,40.7347,-73.98665,1,0,1,1
26717,40.6999,-73.90059,3,0,2,0
24184,40.67538,-73.96257,5,0,0,1
11353,40.71963,-73.98499,4,125,1,1
41041,40.72845,-73.98158,1,96,1,1
26934,40.76024,-73.94228,2,90,2,2
37694,40.75855,-73.96961,1,0,1,1
46818,40.74402,-73.97477,4,157,1,1
27437,40.72112,-73.98493,5,0,1,0
31644,40.72607,-73.97631,1,241,1,0
47597,40.76171,-73.98728,2,125,1,1
35845,40.70762,-73.74366,1,163,2,0
23030,40.71039,-73.96139,1,77,0,0
15320,40.68091,-73.94392,1,359,0,1
17756,40.83136,-73.94843,4,0,1,1
20191,40.66041,-73.91562,2,82,0,1
3429,40.79053,-73.96956,5,9,1,1
46367,40.66765,-73.93928,2,343,0,1
46366,40.72375,-73.98949,5,8,1,1
23456,40.75169,-73.97116,1,0,1,0
34318,40.73615,-73.98166,15,0,1,1
31573,40.81011,-73.92166,3,253,4,1
12657,40.71287,-73.96325,3,0,0,1
23767,40.74507,-73.9792,2,0,1,0
8382,40.71599,-73.95539,28,0,0,0
27109,40.77183,-73.95534,6,154,1,1
33982,40.71027,-73.9468,3,44,0,0
20900,40.65352,-73.96191,2,177,0,0
12099,40.71271,-73.99512,4,0,1,1
15061,40.73273,-73.98667,1,81,1,0
22861,40.71463,-73.95501,2,8,0,1
5889,40.7223,-73.94938,1,0,0,1
46857,40.70701,-74.01007,30,311,1,1
1284,40.81757,-73.94709,3,174,1,1
35739,40.76942,-73.99163,1,16,1,0
25210,40.67714,-73.96437,2,0,0,1
36708,40.69342,-73.93884,2,317,0,0
29778,40.70619,-73.9145,2,0,2,0
45686,40.74156,-73.99677,1,89,1,2
23879,40.76283,-73.9897,4,0,1,0
2658,40.72347,-74.00488,5,173,1,1
19283,40.71322,-73.9648,3,267,0,1
33859,40.64538,-74.01624,7,0,0,1
34852,40.67864,-73.91546,1,0,0,1
13208,40.68715,-73.96433,3,0,0,1
5677,40.68786,-73.97339,1,0,0,1
32444,40.72013,-73.98842,3,76,1,0
6180,40.71452,-73.9871,3,295,1,0
46721,40.67585,-73.91808,1,34,0,0
26643,40.67941,-73.9193,2,0,0,0
28213,40.69355,-73.95197,2,52,0,1
9414,40.68618,-73.98837,2,0,0,1
33296,40.64245,-73.95216,2,87,0,1
36934,40.82361,-73.93926,1,75,1,1
30430,40.7648,-73.98879,1,362,1,2
39060,40.67396,-73.87905,2,62,0,1
1242,40.75532,-73.91603,30,0,2,0
13232,40.71854,-74.00439,5,6,1,0
46829,40.69632,-73.97396,30,68,0,0
9673,40.69496,-73.93088,3,0,0,0
47845,40.70281,-73.93188,2,17,0,1
44768,40.75231,-73.8756,2,36,2,1
1751,40.71703,-73.98612,2,141,1,1
44217,40.64383,-74.02051,4,179,0,0
48271,40.85488,-73.93194,2,2,1,1
1770,40.70773,-73.9566,2,0,0,0
14773,40.77654,-73.94904,1,262,1,1
3852,40.67026,-73.92587,2,0,0,1
37575,40.76263,-73.96881,6,95,1,1
20673,40.74569,-73.9922,30,357,1,1
36382,40.66461,-73.99506,15,0,0,1
18660,40.68683,-73.95004,1,28,0,0
40356,40.75634,-73.99641,1,89,1,0
25712,40.66034,-73.91416,2,191,0,0
42564,40.68613,-73.9295,1,356,0,0
4595,40.74814,-73.97277,1,0,1,1
41609,40.74658,-73.92007,30,0,2,0
47372,40.70084,-73.90843,1,17,2,0
15149,40.76156,-73.99127,3,246,1,1
29229,40.71626,-73.99224,1,54,1,0
23501,40.77317,-73.98729,30,117,1,1
42258,40.76057,-73.98583,1,364,1,0
35745,40.77089,-73.93036,1,0,2,0
18378,40.72127,-73.99526,4,0,1,0
37663,40.76747,-73.95451,2,0,1,1
42380,40.82757,-73.94915,2,48,1,0
34725,40.70668,-74.00727,3,48,1,0
32201,40.67835,-74.01394,1,8,0,0
9243,40.72332,-73.97985,1,0,1,0
19813,40.71368,-73.94236,5,0,0,0
16004,40.71981,-73.99154,2,0,1,1
33455,40.72521,-73.98316,5,0,1,1
3264,40.63803,-73.94894,3,272,0,1
3098,40.69168,-73.932,2,0,0,0
20143,40.69383,-73.94326,1,6,0,0
21416,40.69471,-73.93736,2,272,0,0
2787,40.79004,-73.94846,1,103,1,2
44599,40.8,-73.96026,5,136,1,1
34403,40.73214,-74.00531,2,0,1,1
37281,40.80431,-73.96512,1,64,1,0
17324,40.66337,-73.92576,3,27,0,0
30449,40.63255,-73.90742,2,53,0,0
120,40.82754,-73.94919,2,318,1,1
36957,40.73543,-73.95454,1,179,0,0
24373,40.74837,-74.00228,2,0,1,0
9765,40.81395,-73.88675,30,343,4,0
15748,40.86468,-73.92209,1,0,1,0
19264,40.59065,-73.79563,2,76,2,1
24127,40.7238,-74.00665,1,0,1,0
14198,40.72663,-73.97852,1,0,1,0
23077,40.6327,-73.93922,1,342,0,0
7225,40.66788,-73.82419,1,281,2,0
47883,40.80505,-73.93964,1,8,1,0
22379,40.77581,-73.956,7,207,1,1
11873,40.75474,-73.99836,2,261,1,1
40614,40.681,-73.96827,1,0,0,0
3107,40.76129,-73.96869,3,98,1,1
47389,40.68242,-73.95348,3,38,0,2
18406,40.67508,-73.9271,2,71,0,1
29809,40.70856,-73.94281,2,28,0,0
26116,40.71353,-73.96453,3,0,0,0
44873,40.88649,-73.85889,1,315,4,0
13157,40.68608,-73.92987,6,0,0,0
9589,40.71729,-73.98442,5,239,1,1
31615,40.66155,-73.944,10,0,0,0
24576,40.70496,-73.93122,2,179,0,0
15431,40.68809,-73.96027,3,0,0,1
620,40.74581,-73.95295,30,219,2,0
16325,40.67433,-73.94243,5,3,0,0
39179,40.68606,-73.95752,15,354,0,0
20478,40.64849,-73.96585,2,0,0,1
39627,40.69534,-73.93338,6,0,0,0
572,40.68741,-73.95741,3,192,0,0
29588,40.82949,-73.94644,3,0,1,0
42768,40.77927,-73.95165,1,327,1,0
5406,40.81488,-73.96058,2,0,1,1
33433,40.70254,-73.90679,2,0,2,0
29905,40.74711,-73.88188,3,107,2,1
13556,40.7937,-73.9652,1,0,1,1
34398,40.6838,-73.95161,2,349,0,0
11456,40.80541,-73.95198,2,0,1,1
15428,40.69537,-73.93494,1,22,0,0
29866,40.6899,-73.93559,2,364,0,1
44145,40.69982,-73.92491,2,317,0,0
26541,40.69474,-73.82284,2,179,2,1
27043,40.67587,-73.9793,6,73,0,1
12815,40.68589,-73.91486,1,205,0,0
10128,40.68504,-73.9696,7,53,0,1
6332,40.726,-73.97773,7,0,1,1
872,40.79107,-73.94381,3,250,1,0
47891,40.66365,-73.94611,3,9,0,1
39460,40.64499,-73.97043,2,54,0,1
27586,40.71665,-73.94169,2,0,0,0
16901,40.75896,-73.96439,7,0,1,0
5415,40.74933,-73.9724,1,0,1,1
13727,40.72156,-73.97902,1,0,1,0
35326,40.7358,-73.9806,3,351,1,1
426,40.79264,-73.97294,5,0,1,1
43065,40.73587,-74.0043,2,128,1,0
10667,40.68358,-73.90884,20,346,0,0
16303,40.72554,-73.98245,14,174,1,1
23758,40.86702,-73.92519,2,161,1,1
38578,40.79181,-73.96747,2,60,1,1
27161,40.73073,-73.98601,3,7,1,1
6677,40.82775,-73.94313,2,87,1,1
2240,40.62922,-74.13354,30,0,3,1
17058,40.63736,-73.95669,30,89,0,1
14177,40.83117,-73.94281,1,365,1,1
8836,40.6987,-73.91578,2,0,0,0
11650,40.72517,-73.99023,3,0,1,0
8552,40.76539,-73.97897,2,261,1,0
8653,40.79052,-73.94364,1,313,1,0
7868,40.67092,-73.98997,1,0,0,0
38219,40.71361,-73.95703,2,7,0,1
1486,40.64895,-73.95758,4,365,0,1
27163,40.72035,-73.98542,4,0,1,1
10867,40.82244,-73.94773,3,247,1,1
30490,40.82325,-73.95243,14,0,1,0
31226,40.71394,-73.99843,7,0,1,0
44453,40.75073,-73.82052,1,365,2,0
33699,40.67779,-73.98342,2,54,0,0
26645,40.68254,-73.94504,5,0,0,0
20725,40.73581,-74.00684,3,0,1,1
6701,40.7945,-73.94298,5,0,1,1
43001,40.77102,-73.87287,1,153,2,0
9135,40.69347,-73.90703,30,5,0,0
36262,40.85157,-73.93936,2,0,1,0
4734,40.72285,-73.95192,1,0,0,0
11423,40.74651,-73.83195,1,83,2,0
5348,40.68989,-73.95428,5,88,0,0
27831,40.6786,-73.9255,1,184,0,0
10716,40.67065,-73.91643,1,158,0,0
10217,40.72184,-73.9868,3,0,1,0
2032,40.68496,-73.96111,4,343,0,1
40814,40.66996,-73.87637,1,161,0,1
41263,40.71984,-73.98625,3,48,1,0
5621,40.7041,-73.92476,3,224,0,1
17847,40.67921,-73.97241,4,0,0,0
6868,40.6741,-73.94496,1,0,0,0
30220,40.74825,-73.94095,2,0,2,0
11725,40.78627,-73.97112,28,114,1,1
22164,40.76616,-73.98916,2,46,1,1
20203,40.69501,-73.93363,2,6,0,1
9184,40.70809,-74.0017,1,0,1,1
27967,40.72133,-73.94903,2,2,0,1
4427,40.73893,-73.99464,2,0,1,1
40664,40.84623,-73.93578,2,152,1,0
17412,40.70091,-73.93809,2,0,0,0
47404,40.74568,-73.90844,2,177,2,0
1763,40.72381,-73.97896,26,129,1,0
32631,40.7764,-73.98236,4,133,1,0
18623,40.73711,-73.98573,5,0,1,1
15738,40.8244,-73.944,1,0,1,0
37579,40.69798,-73.92968,3,17,0,1
13511,40.72485,-74.00254,1,0,1,1
8930,40.67416,-73.99955,1,0,0,0
26050,40.79711,-73.93255,2,86,1,0
9790,40.68887,-73.95393,1,0,0,0
36152,40.81148,-73.9514,1,0,1,1
9690,40.64563,-73.9419,2,248,0,1
41747,40.74898,-73.97534,29,365,1,1
2291,40.67271,-73.94551,1,277,0,1
25249,40.66941,-73.79148,1,23,2,1
18077,40.6628,-73.93397,2,290,0,0
8326,40.839,-73.94543,1,0,1,1
32941,40.84813,-73.94349,5,0,1,0
35823,40.73773,-73.92227,2,342,2,0
29255,40.67518,-73.94771,3,0,0,0
10719,40.72255,-73.97813,5,8,1,0
28113,40.73811,-74.00348,2,51,1,1
46574,40.76665,-73.95398,4,42,1,0
14770,40.72227,-73.84173,2,0,2,1
4238,40.69056,-73.98038,3,0,0,1
10162,40.70153,-73.93064,3,0,0,1
33169,40.71826,-73.99671,2,1,1,1
24765,40.6859,-73.98959,1,158,0,1
44880,40.80856,-73.93055,1,71,4,2
14317,40.74545,-73.98128,3,0,1,0
36501,40.76249,-73.98807,1,198,1,2
10541,40.74475,-73.98512,5,0,1,2
33503,40.67863,-73.95859,1,0,0,0
16873,40.86541,-73.92935,2,0,1,0
7888,40.85882,-73.92897,4,307,1,1
16810,40.69002,-73.9518,1,0,0,0
42747,40.77362,-73.99133,8,4,1,1
2649,40.69916,-73.92219,5,297,0,0
6146,40.684,-73.95002,1,362,0,1
26,40.86754,-73.92639,4,0,1,0
2540,40.68371,-73.96461,1,343,0,0
26876,40.72853,-73.98472,2,25,1,0
27185,40.76767,-73.95609,2,0,1,1
40126,40.72186,-73.85601,1,134,2,0
42901,40.69438,-73.9712,12,44,0,0
22856,40.80833,-73.95101,3,96,1,1
28331,40.67238,-73.95222,7,0,0,0
42848,40.67635,-74.01133,1,13,0,1
9363,40.68726,-73.97616,1,157,0,1
20626,40.70618,-74.00385,15,0,1,0
13453,40.6896,-73.80446,1,324,2,1
35197,40.71075,-73.7823,2,324,2,1
13399,40.72766,-73.94393,3,53,0,1
45484,40.68713,-73.98592,1,365,0,0
10280,40.74086,-73.9803,1,0,1,1
20273,40.79952,-73.93764,3,7,1,1
46925,40.7643,-73.9876,3,152,1,1
9110,40.6936,-73.94653,1,0,0,0
1439,40.74648,-73.98459,3,0,1,0
14122,40.71414,-73.95761,5,0,0,1
18942,40.74651,-73.92283,3,0,2,1
43300,40.72997,-73.87183,1,365,2,0
20727,40.79096,-73.97582,1,24,1,0
35900,40.76088,-73.98971,30,331,1,1
39036,40.68139,-73.92157,3,281,0,1
48030,40.72124,-73.80072,2,43,2,1
45958,40.74451,-73.9727,29,341,1,1
16580,40.71234,-73.95,2,0,0,0
12452,40.69276,-73.92493,14,0,0,0
38820,40.69972,-73.91874,30,347,0,0
309,40.87207,-73.90193,30,346,4,1
38296,40.7719,-73.95521,30,341,1,1
17507,40.75026,-73.82873,7,120,2,0
39125,40.81785,-73.93989,30,0,1,1
44497,40.57801,-74.10869,21,281,3,0
26429,40.69648,-73.92742,2,0,0,1
47087,40.80369,-73.94764,1,14,1,1
18145,40.69488,-73.96618,4,114,0,1
21742,40.74122,-73.85334,2,242,2,1
25065,40.64293,-73.98043,1,16,0,0
6977,40.6216,-73.95315,10,322,0,0
17959,40.68759,-73.99376,1,0,0,0
12080,40.79155,-73.97477,30,341,1,1
19112,40.75324,-73.97217,2,263,1,1
34678,40.69633,-73.927,5,310,0,0
18485,40.73175,-74.00419,1,1,1,1
22721,40.71933,-73.99,4,187,1,1
15233,40.72099,-73.94566,3,0,0,0
6947,40.81007,-73.94007,3,316,1,1
22533,40.72528,-74.00317,3,15,1,1
29540,40.75489,-73.92167,2,351,2,1
45428,40.67266,-73.95856,15,6,0,1
29695,40.82742,-73.94878,1,19,1,0
43740,40.72825,-74.0033,5,97,1,0
40602,40.68937,-73.94291,2,5,0,0
3615,40.77874,-73.98437,1,0,1,1
34654,40.6294,-74.02258,3,8,0,1
3191,40.76019,-73.99586,4,0,1,1
44779,40.75845,-73.98026,1,67,1,0
46160,40.66234,-73.95777,3,92,0,0
3324,40.67468,-73.94184,2,285,0,1
28507,40.58985,-73.98482,2,0,0,0
18019,40.58843,-73.79905,3,290,2,1
28775,40.71053,-73.96261,2,279,0,1
7676,40.73141,-73.98737,1,0,1,1
19351,40.71506,-73.93816,1,52,0,0
34671,40.67194,-73.96208,1,2,0,0
17973,40.63981,-73.90211,3,365,0,1
26403,40.67292,-73.94137,1,0,0,1
453,40.6798,-73.93908,1,218,0,0
20702,40.72077,-73.99023,3,117,1,1
36932,40.67742,-74.00146,7,0,0,1
10564,40.75547,-73.91867,15,361,2,0
22446,40.69307,-73.95254,3,0,0,0
7089,40.72695,-73.98675,10,0,1,1
29507,40.73991,-74.00211,1,0,1,1
47876,40.77297,-73.9553,10,306,1,0
12468,40.79682,-73.94876,1,0,1,1
17174,40.6878,-73.95493,3,4,0,1
6970,40.70971,-73.96561,14,238,0,1
48617,40.72614,-73.8594,1,123,2,0
72,40.76342,-73.98865,7,88,1,0
13466,40.72845,-73.94477,3,71,0,1
713,40.64468,-73.94219,4,27,0,1
24974,40.80305,-73.9403,30,262,1,0
40362,40.83025,-73.89134,1,81,4,0
48362,40.7603,-73.96225,1,1,1,1
16550,40.72838,-73.99899,7,205,1,1
41781,40.68502,-74.0051,2,0,0,1
30230,40.68708,-73.91237,1,179,0,0
15780,40.65392,-73.95364,15,0,0,1
7520,40.65305,-73.95818,5,0,0,1
33184,40.7975,-73.97099,2,0,1,0
17431,40.68742,-73.92212,1,0,0,0
28498,40.73215,-73.98804,1,0,1,1
4435,40.68968,-73.98404,2,0,0,1
19203,40.7215,-73.99395,2,0,1,0
20453,40.76202,-73.99201,4,0,1,0
11118,40.72214,-73.99793,2,55,1,1
15717,40.67246,-73.99164,1,0,0,1
11849,40.77431,-73.97883,5,4,1,1
48711,40.66049,-73.96162,1,211,0,2
31329,40.77598,-73.98917,3,6,1,1
30570,40.79766,-73.94824,1,0,1,0
43607,40.66195,-73.8936,2,352,0,0
23490,40.74183,-73.99878,2,104,1,1
1138,40.68586,-73.94837,2,297,0,0
2051,40.74605,-73.99906,2,161,1,0
14401,40.72224,-73.99192,1,0,1,1
13478,40.7313,-74.00154,30,332,1,1
4469,40.65962,-73.96063,4,0,0,1
46672,40.75755,-73.86199,2,338,2,1
29840,40.72196,-73.98103,3,0,1,1
37137,40.69853,-73.94736,2,310,0,0
34627,40.6813,-73.93304,5,160,0,1
8185,40.71959,-73.98984,1,0,1,0
12493,40.73436,-73.99994,1,0,1,0
11891,40.69975,-73.92051,5,284,0,1
39693,40.7413,-74.00429,30,275,1,1
17228,40.65257,-73.96259,2,1,0,0
6994,40.7169,-73.95087,2,0,0,1
31126,40.73233,-74.00244,10,94,1,1
16136,40.69499,-73.9283,1,69,0,0
45304,40.77257,-73.80125,30,326,2,0
42910,40.70694,-73.94176,2,0,0,0
14125,40.81195,-73.95274,1,363,1,0
21737,40.71531,-73.94986,1,325,0,0
11080,40.72271,-73.99545,3,0,1,1
15084,40.75857,-73.98942,2,0,1,0
29224,40.79202,-73.93999,2,146,1,0
28837,40.73836,-73.98035,3,0,1,1
31889,40.83309,-73.94008,1,63,1,0
28612,40.72303,-73.98965,3,0,1,0
17738,40.73273,-73.95764,4,0,0,0
4969,40.71987,-73.9947,5,0,1,1
28354,40.75135,-73.94281,3,0,2,1
46356,40.75917,-73.99785,2,44,1,1
32491,40.69127,-73.96873,4,0,0,1
43755,40.76921,-73.99239,1,0,1,0
46149,40.75526,-73.99876,3,204,1,1
42022,40.87618,-73.91268,3,308,1,0
23618,40.73167,-73.95254,2,0,0,0
4865,40.79219,-73.96862,30,365,1,1
44233,40.77132,-73.94829,5,192,1,1
8371,40.78125,-73.94851,3,0,1,1
25973,40.69954,-73.93579,5,13,0,0
32337,40.71458,-73.96169,5,124,0,0
39844,40.78228,-73.94715,1,0,1,1
45957,40.74295,-73.99521,29,311,1,1
47245,40.76465,-73.98155,2,38,1,0
28108,40.72735,-74.00131,1,0,1,0
12123,40.76168,-73.95059,2,0,1,0
19034,40.76338,-73.99552,3,82,1,1
35927,40.80212,-73.95732,2,90,1,0
33352,40.72478,-73.9383,2,49,0,1
29968,40.8045,-73.96383,6,0,1,1
33731,40.68069,-73.91045,1,62,0,1
17658,40.82903,-73.94502,2,0,1,0
47803,40.7206,-73.97913,3,357,1,1
32834,40.71479,-73.94916,14,0,0,1
40445,40.74533,-73.97685,5,363,1,1
7586,40.7711,-73.95627,30,283,1,1
8502,40.73963,-73.99898,4,0,1,1
3946,40.76852,-73.98735,1,215,1,1
36967,40.61667,-73.99932,1,61,0,1
42248,40.6396,-74.1661,1,179,3,0
37641,40.73492,-73.98079,30,88,1,1
28243,40.7128,-73.99045,1,73,1,0
5791,40.74588,-74.00055,1,234,1,1
33392,40.80718,-73.94907,2,1,1,1
28772,40.64495,-73.99615,7,0,0,0
37434,40.80602,-73.95627,3,0,1,1
31936,40.67733,-73.78826,2,179,2,0
48411,40.7358,-73.99074,7,29,1,1
33164,40.67304,-73.95615,7,161,0,0
10289,40.75793,-73.90959,30,134,2,1
17048,40.68501,-73.95904,2,0,0,1
31959,40.64432,-73.90556,5,90,0,1
41694,40.67355,-73.7834,2,0,2,0
17599,40.77758,-73.94642,4,0,1,1
36389,40.67387,-73.93944,4,311,0,0
42928,40.71158,-73.96697,1,89,0,1
17093,40.78435,-73.97579,30,0,1,1
17937,40.75966,-73.96828,30,134,1,1
23029,40.76843,-73.93257,3,334,2,0
32455,40.70587,-74.00685,29,332,1,1
37261,40.6345,-73.9519,3,0,0,0
6613,40.72781,-73.97646,3,363,1,1
20296,40.71134,-73.95953,1,0,0,1
15848,40.68147,-73.95814,3,0,0,0
31873,40.75686,-73.83279,1,49,2,0
7758,40.64802,-73.96063,2,0,0,1
43581,40.71981,-73.9856,2,290,1,1
21183,40.69559,-73.96998,7,0,0,0
3874,40.67657,-73.84083,3,238,2,1
45273,40.70372,-73.9067,2,11,2,1
25490,40.81677,-73.93927,1,0,1,1
3580,40.68478,-73.92971,3,314,0,1
23783,40.74194,-73.91289,21,0,2,0
13349,40.71474,-73.99778,5,0,1,1
45896,40.74616,-73.97522,3,10,1,0
44602,40.71573,-73.76897,1,89,2,0
12505,40.68316,-73.99775,2,0,0,1
38838,40.80666,-73.95691,6,0,1,0
46027,40.76113,-73.98557,2,31,1,0
45724,40.7258,-73.86715,1,127,2,0
27129,40.72168,-73.94336,10,41,0,1
45974,40.60911,-73.95257,2,32,0,2
46045,40.78766,-73.9423,3,26,1,1
45555,40.61401,-73.92112,3,42,0,1
15581,40.76589,-73.98068,2,0,1,1
23931,40.71391,-73.98938,5,50,1,0
47493,40.81566,-73.94174,1,73,1,0
6080,40.82636,-73.92655,30,52,4,1
3647,40.71735,-73.99095,1,2,1,0
46921,40.71336,-73.95914,2,345,0,1
26540,40.69883,-73.91583,2,0,0,1
41934,40.74763,-73.97524,2,76,1,1
48641,40.77792,-73.94476,2,16,1,1
10146,40.69454,-73.94495,1,260,0,0
40049,40.76533,-73.87159,1,89,2,0
46785,40.78037,-73.94657,5,23,1,1
45775,40.70877,-73.95064,2,84,0,0
29634,40.65217,-73.95974,2,0,0,0
29367,40.76256,-73.98935,3,31,1,0
29314,40.74907,-73.90083,5,0,2,0
1543,40.74034,-74.00259,14,297,1,0
14744,40.67727,-73.96251,7,26,0,1
34774,40.74211,-73.97887,30,364,1,1
31088,40.76125,-73.99859,4,0,1,1
41350,40.57974,-74.10989,7,188,3,0
29101,40.70954,-73.95922,1,0,0,0
18826,40.84606,-73.93325,5,365,1,0
48071,40.80199,-73.95779,2,46,1,0
30749,40.65924,-73.94959,2,290,0,1
24656,40.73232,-73.98418,2,0,1,1
40389,40.8024,-73.96496,1,106,1,0
42882,40.72345,-73.98152,1,325,1,1
8409,40.73235,-73.98392,3,0,1,0
4943,40.67893,-73.96262,4,0,0,1
13299,40.74963,-73.98098,30,157,1,1
16662,40.80952,-73.93025,2,146,4,0
28179,40.80024,-73.91422,3,0,4,0
11552,40.80473,-73.94763,3,187,1,1
17332,40.76609,-73.99305,3,0,1,0
41015,40.78085,-73.98664,2,154,1,0
26166,40.68071,-73.91873,1,0,0,1
3810,40.76182,-73.99003,1,0,1,1
25760,40.721,-73.99147,2,38,1,1
39712,40.62113,-74.03037,5,23,0,1
45829,40.71693,-73.99075,1,157,1,1
43055,40.80022,-73.94185,1,86,1,1
30079,40.7681,-73.82265,2,0,2,0
34793,40.76228,-73.99026,2,150,1,1
19790,40.75082,-73.89447,2,1,2,1
1705,40.80343,-73.93514,3,365,1,1
1806,40.70281,-73.94328,10,0,0,0
32424,40.68677,-73.97298,2,158,0,1
18262,40.70652,-73.94054,1,0,0,0
39154,40.72109,-73.95403,7,11,0,1
34659,40.6075,-74.06679,3,90,3,0
2256,40.68304,-73.99819,2,218,0,1
12500,40.78095,-73.98178,3,0,1,1
1899,40.7466,-73.99219,10,365,1,0
20050,40.72754,-73.98329,2,27,1,1
17437,40.7598,-73.99978,1,0,1,1
47163,40.70022,-73.89597,1,29,2,0
