latitude,longitude,room_type,minimum_nights,availability_365,price
40.82527,-73.95359,0.0,90.0,365.0,55
40.69342,-73.8684,0.0,4.0,150.0,55
40.69308,-73.91882,2.0,1.0,0.0,50
40.78158,-73.94808,1.0,1.0,0.0,110
40.78717,-73.96806,1.0,1.0,27.0,150
40.65599,-73.97519,0.0,1.0,85.0,60
40.53982,-74.1728,1.0,2.0,229.0,75
40.70084,-73.93033,0.0,1.0,341.0,80
40.66364,-73.95725,0.0,30.0,1.0,60
40.63703,-74.08423,0.0,1.0,0.0,50
40.72541,-73.97638,1.0,1.0,245.0,215
40.71249,-73.85021,0.0,1.0,296.0,900
40.70397,-73.95536,1.0,14.0,312.0,180
40.7787,-73.94775,1.0,20.0,0.0,120
40.72361,-73.95039,0.0,1.0,0.0,100
40.72208,-74.00389,0.0,30.0,96.0,70
40.81056,-73.943,1.0,2.0,258.0,140
40.74734,-73.97438,1.0,2.0,133.0,228
40.63532,-73.94924,0.0,2.0,0.0,36
40.70999,-73.96097,0.0,1.0,0.0,70
40.83288,-73.91834,0.0,1.0,188.0,50
40.7178,-73.95595,1.0,4.0,0.0,129
40.8353,-73.85751,0.0,3.0,81.0,75
40.82221,-73.95606,0.0,2.0,47.0,150
40.63886,-74.00391,0.0,1.0,0.0,40
40.67775,-74.00131,1.0,10.0,19.0,79
40.69619,-73.99296,0.0,1.0,0.0,115
40.73652,-73.98458,0.0,4.0,249.0,115
40.79543,-73.93539,0.0,1.0,0.0,80
40.85585,-73.93741,1.0,5.0,0.0,125
40.74435,-74.00038,1.0,30.0,42.0,124
40.71614,-73.99047,1.0,2.0,0.0,200
40.67473,-73.96529,1.0,3.0,226.0,295
40.74282,-73.87655,1.0,6.0,0.0,120
40.63132,-74.08799,0.0,1.0,323.0,47
40.80309,-73.96367,0.0,1.0,273.0,150
40.8175,-73.95234,0.0,1.0,176.0,57
40.81998,-73.90325,0.0,2.0,350.0,75
40.79936,-73.96105,0.0,1.0,0.0,50
40.71819,-73.96532,1.0,4.0,86.0,99
40.68779,-73.95347,1.0,2.0,14.0,185
40.8362,-73.94033,0.0,1.0,314.0,80
40.76469,-73.99394,1.0,30.0,332.0,107
40.75858,-73.96342,1.0,2.0,0.0,200
40.70173,-73.91504,1.0,3.0,0.0,89
40.69453,-73.94725,0.0,3.0,0.0,60
40.71893,-73.95866,0.0,1.0,28.0,95
40.71878,-73.99808,1.0,1.0,23.0,202
40.71254,-73.95527,1.0,2.0,127.0,173
40.63863,-73.95729,1.0,7.0,20.0,95
40.85277,-73.92916,1.0,2.0,365.0,120
40.70928,-73.89795,1.0,5.0,0.0,139
40.80581,-73.95374,1.0,24.0,60.0,105
40.74017,-73.99485,1.0,3.0,5.0,175
40.70894,-73.94554,1.0,2.0,92.0,150
40.67843,-73.96385,1.0,5.0,0.0,120
40.80027,-73.96971,0.0,1.0,0.0,120
40.71591,-73.95513,0.0,4.0,8.0,50
40.69976,-73.9319,0.0,2.0,0.0,35
40.76572,-73.95541,0.0,3.0,316.0,140
40.76797,-73.95369,0.0,1.0,0.0,50
40.63524,-73.94158,0.0,4.0,82.0,55
40.68303,-73.95988,0.0,1.0,83.0,139
40.76666,-73.98306,1.0,30.0,352.0,239
40.81604,-73.94017,0.0,2.0,5.0,110
40.71801,-73.99078,1.0,1.0,0.0,180
40.68771,-73.96304,1.0,2.0,81.0,143
40.79428,-73.94433,0.0,1.0,4.0,69
40.76425,-73.83061,0.0,1.0,41.0,65
40.72453,-73.95529,1.0,7.0,0.0,195
40.68828,-73.92056,0.0,1.0,0.0,40
40.73501,-73.87989,0.0,30.0,234.0,36
40.76138,-73.99945,1.0,2.0,0.0,190
40.75816,-73.96457,1.0,2.0,167.0,275
40.80637,-73.95433,0.0,2.0,260.0,140
40.71285,-73.95558,0.0,3.0,0.0,45
40.7862,-73.94413,0.0,30.0,333.0,50
40.70587,-74.0118,0.0,3.0,338.0,139
40.67993,-74.00688,1.0,1.0,207.0,450
40.71906,-73.98433,0.0,9.0,0.0,79
40.70845,-73.95397,1.0,7.0,7.0,135
40.74968,-73.99381,1.0,2.0,353.0,1000
40.68321,-73.93666,1.0,3.0,214.0,132
40.68711,-73.9747,1.0,3.0,0.0,95
40.78115,-73.9466,1.0,4.0,0.0,175
40.76733,-73.98607,1.0,10.0,280.0,169
40.6908,-73.95507,0.0,1.0,46.0,79
40.73448,-73.95716,0.0,3.0,4.0,70
40.67059,-73.9337,0.0,2.0,0.0,60
40.72872,-73.98098,1.0,2.0,0.0,250
40.76696,-73.91108,0.0,1.0,0.0,55
40.79887,-73.95968,0.0,30.0,342.0,60
40.76135,-73.80724,0.0,1.0,7.0,35
40.70426,-73.81509,0.0,1.0,362.0,165
40.74413,-74.00004,0.0,3.0,0.0,90
40.74022,-74.00094,1.0,2.0,259.0,180
40.75827,-73.99368,1.0,31.0,137.0,249
40.68116,-73.95726,0.0,2.0,0.0,45
40.65168,-74.00178,1.0,7.0,0.0,105
40.70648,-73.95686,0.0,5.0,0.0,55
40.72868,-73.99901,1.0,1.0,271.0,183
40.78334,-73.97927,1.0,30.0,311.0,120
40.69444,-73.9669,1.0,2.0,46.0,115
40.72362,-73.98519,1.0,5.0,0.0,120
40.77699,-73.95193,0.0,9.0,0.0,80
40.60931,-73.99847,1.0,2.0,0.0,45
40.67391,-73.9472,0.0,1.0,290.0,99
40.66947,-73.95593,1.0,3.0,2.0,90
40.76197,-73.92335,1.0,15.0,71.0,140
40.74116,-73.86667,2.0,1.0,346.0,24
40.73913,-73.92692,2.0,3.0,359.0,30
40.74313,-73.99844,1.0,3.0,0.0,175
40.83383,-73.94469,0.0,7.0,310.0,39
40.74807,-73.9028,1.0,30.0,333.0,79
40.70053,-73.92589,0.0,2.0,0.0,75
40.76734,-73.93267,1.0,3.0,251.0,90
40.71797,-73.96628,0.0,10.0,0.0,140
40.80115,-73.96524,0.0,1.0,0.0,70
40.76124,-74.00059,1.0,15.0,179.0,199
40.76639,-73.95817,2.0,3.0,142.0,150
40.71815,-73.98213,0.0,3.0,67.0,400
40.75819,-73.93213,0.0,3.0,0.0,90
40.76571,-73.98023,1.0,1.0,0.0,300
40.85217,-73.90239,1.0,2.0,26.0,100
40.65905,-73.8976,1.0,1.0,89.0,150
40.82356,-73.95457,0.0,5.0,0.0,53
40.74438,-73.99329,1.0,5.0,0.0,400
40.7294,-73.98021,0.0,4.0,0.0,110
40.72168,-73.99183,0.0,7.0,0.0,55
40.71294,-73.96142,1.0,2.0,188.0,210
40.77167,-73.95529,0.0,1.0,311.0,120
40.71865,-73.98982,1.0,4.0,31.0,159
40.71982,-73.94742,1.0,2.0,245.0,260
40.68249,-73.97139,0.0,1.0,65.0,40
40.7164,-73.95437,1.0,4.0,17.0,146
40.6798,-73.93857,1.0,2.0,14.0,325
40.8356,-73.83369,0.0,1.0,247.0,150
40.81089,-73.94309,0.0,1.0,172.0,62
40.70475,-73.91081,1.0,2.0,0.0,120
40.80906,-73.93686,0.0,2.0,123.0,75
40.82316,-73.94478,1.0,7.0,285.0,195
40.67943,-73.94435,1.0,6.0,35.0,90
40.62636,-73.91824,1.0,3.0,339.0,110
40.76125,-73.91008,0.0,1.0,0.0,30
40.82855,-73.91856,0.0,1.0,332.0,47
40.7137,-73.94331,1.0,2.0,6.0,180
40.70544,-73.92192,0.0,4.0,8.0,49
40.71104,-73.96098,1.0,2.0,23.0,199
40.72851,-73.99985,1.0,3.0,0.0,195
40.79827,-73.97321,0.0,1.0,0.0,124
40.67034,-73.97512,1.0,2.0,328.0,995
40.69682,-73.91458,0.0,1.0,0.0,80
40.7576,-73.91735,0.0,2.0,56.0,54
40.67227,-73.95246,0.0,3.0,9.0,65
40.76194,-73.99824,1.0,30.0,365.0,450
40.72583,-73.97528,0.0,30.0,0.0,70
40.69715,-73.92243,1.0,14.0,0.0,60
40.62373,-74.02676,1.0,1.0,356.0,200
40.76006,-73.9408,0.0,4.0,89.0,55
40.82774,-73.94609,0.0,1.0,0.0,60
40.71927,-73.7868,1.0,1.0,329.0,275
40.74218,-73.90403,0.0,1.0,0.0,31
40.73035,-74.00324,1.0,30.0,280.0,334
40.793,-73.94125,0.0,3.0,0.0,120
40.82372,-73.95122,0.0,2.0,0.0,80
40.71242,-73.96793,0.0,30.0,296.0,100
40.72504,-73.97908,0.0,4.0,346.0,70
40.80887,-73.94889,0.0,3.0,0.0,90
40.74943,-73.97279,0.0,4.0,0.0,120
40.71838,-74.00495,1.0,3.0,93.0,320
40.70834,-73.94717,1.0,1.0,67.0,139
40.74342,-73.92635,1.0,30.0,250.0,100
40.73391,-73.95679,1.0,1.0,0.0,143
40.67839,-73.96791,1.0,7.0,0.0,750
40.72162,-73.96029,1.0,4.0,0.0,195
40.80641,-73.94114,1.0,3.0,89.0,237
40.69622,-73.84634,0.0,1.0,364.0,60
40.68749,-73.87261,0.0,30.0,114.0,42
40.73674,-73.98308,1.0,3.0,3.0,100
40.72632,-74.00749,1.0,3.0,365.0,385
40.75001,-73.87358,0.0,2.0,0.0,80
40.70436,-73.94123,0.0,2.0,3.0,60
40.74662,-73.98965,1.0,1.0,0.0,295
40.78168,-73.98099,1.0,2.0,0.0,250
40.68174,-73.93444,1.0,30.0,334.0,68
40.65382,-73.93903,1.0,1.0,194.0,165
40.86578,-73.86534,1.0,2.0,361.0,250
40.70997,-73.94297,0.0,2.0,0.0,80
40.71889,-73.95786,1.0,5.0,60.0,450
40.73764,-74.00146,1.0,2.0,0.0,250
40.71909,-73.99562,1.0,7.0,43.0,150
40.7984,-73.94014,1.0,1.0,325.0,450
40.87315,-73.87925,0.0,1.0,0.0,65
40.80272,-73.96916,0.0,5.0,188.0,80
40.69143,-73.90993,1.0,2.0,284.0,110
40.86541,-73.92106,0.0,5.0,0.0,75
40.66675,-73.92958,1.0,2.0,0.0,73
40.63129,-73.92748,1.0,2.0,365.0,165
40.7534,-73.97283,0.0,5.0,6.0,300
40.72019,-73.94648,1.0,3.0,351.0,600
40.71425,-73.84503,1.0,14.0,0.0,100
40.76054,-73.98508,1.0,30.0,363.0,200
40.72477,-73.99534,0.0,4.0,38.0,95
40.80057,-73.95468,0.0,1.0,309.0,179
40.75239,-73.96684,1.0,3.0,204.0,699
40.79933,-73.95949,1.0,1.0,0.0,185
40.71775,-73.98612,0.0,2.0,365.0,99
40.71957,-73.95828,0.0,4.0,0.0,50
40.69167,-73.948,0.0,1.0,28.0,60
40.7281,-73.84886,1.0,2.0,0.0,100
40.72705,-73.98787,1.0,2.0,307.0,275
40.74693,-73.91896,0.0,3.0,365.0,72
40.69315,-73.94191,0.0,1.0,301.0,60
40.71909,-73.95408,1.0,3.0,0.0,250
40.65673,-73.96058,1.0,4.0,0.0,125
40.66035,-73.99794,0.0,7.0,0.0,45
40.70296,-73.94086,1.0,3.0,3.0,90
40.69928,-73.90616,0.0,1.0,162.0,75
40.70139,-73.94499,1.0,7.0,0.0,49
40.80272,-73.95564,0.0,2.0,0.0,60
40.7045,-73.937,0.0,3.0,0.0,60
40.69058,-73.94863,0.0,2.0,18.0,72
40.7685,-73.99128,1.0,4.0,0.0,400
40.86408,-73.92257,0.0,30.0,0.0,50
40.70779,-73.94714,0.0,3.0,3.0,70
40.70951,-73.95443,0.0,3.0,8.0,80
40.76049,-73.99782,1.0,30.0,294.0,399
40.67935,-73.9633,1.0,30.0,108.0,120
40.67473,-73.91424,2.0,2.0,1.0,29
40.69119,-73.94339,1.0,3.0,0.0,100
40.67711,-73.99692,0.0,2.0,0.0,50
40.86682,-73.85812,0.0,2.0,227.0,49
40.72998,-73.98071,1.0,1.0,0.0,100
40.76499,-73.95831,0.0,1.0,18.0,80
40.72626,-73.98784,1.0,2.0,169.0,310
40.76528,-73.98175,1.0,30.0,351.0,239
40.82855,-73.94033,0.0,3.0,0.0,29
40.84047,-73.87127,2.0,14.0,139.0,20
40.80033,-73.941,2.0,2.0,120.0,60
40.82069,-73.95549,0.0,1.0,310.0,60
40.67654,-73.97144,0.0,2.0,0.0,85
40.69127,-73.99552,1.0,1.0,0.0,160
40.68813,-73.95773,1.0,3.0,0.0,200
40.70165,-73.92938,0.0,7.0,89.0,50
40.73392,-73.98085,2.0,3.0,0.0,70
40.70471,-74.0087,1.0,2.0,8.0,160
40.74408,-73.90498,0.0,30.0,0.0,43
40.76646,-73.98805,1.0,30.0,281.0,185
40.7175,-73.99264,0.0,1.0,43.0,110
40.79241,-73.97262,0.0,1.0,0.0,53
40.75885,-73.98147,0.0,3.0,0.0,120
40.68983,-73.92775,0.0,1.0,76.0,75
40.76615,-73.98829,0.0,1.0,342.0,99
40.76281,-73.98883,1.0,4.0,71.0,415
40.73525,-73.98074,1.0,14.0,0.0,150
40.7138,-73.99371,0.0,3.0,90.0,125
40.83159,-73.83375,0.0,4.0,171.0,40
40.66673,-73.96127,1.0,1.0,0.0,289
40.71887,-73.99256,0.0,5.0,118.0,95
40.7116,-73.99568,1.0,2.0,0.0,175
40.76396,-73.99185,1.0,4.0,0.0,200
40.66405,-73.98512,0.0,14.0,101.0,79
40.73692,-73.99219,1.0,1.0,0.0,1495
40.69301,-73.93098,0.0,7.0,0.0,50
40.73062,-73.98524,1.0,3.0,0.0,133
40.72482,-73.98097,1.0,30.0,3.0,73
40.69184,-73.90924,0.0,3.0,150.0,99
40.73048,-73.85331,0.0,1.0,347.0,50
40.80486,-73.94889,1.0,3.0,1.0,225
40.75466,-73.72924,1.0,5.0,143.0,178
40.83653,-73.94277,1.0,3.0,0.0,350
40.71077,-73.96259,2.0,1.0,0.0,60
40.72112,-74.00039,0.0,1.0,0.0,150
40.68868,-73.90598,0.0,3.0,312.0,45
40.69972,-73.92244,0.0,2.0,157.0,55
40.83503,-73.94166,0.0,2.0,136.0,60
40.68741,-73.95582,1.0,1.0,5.0,200
40.61559,-73.99027,0.0,2.0,89.0,79
40.71013,-74.00511,1.0,4.0,108.0,200
40.71735,-73.99095,0.0,1.0,2.0,79
40.77145,-73.9125,1.0,3.0,7.0,150
40.82438,-73.94332,0.0,1.0,336.0,60
40.67951,-73.96926,0.0,1.0,0.0,65
40.72809,-73.98188,1.0,2.0,210.0,299
40.76183,-73.98948,1.0,1.0,163.0,350
40.65309,-73.95523,0.0,1.0,334.0,62
40.78167,-73.94734,0.0,3.0,213.0,89
40.73813,-73.98098,1.0,1.0,225.0,280
40.75015,-73.85961,1.0,2.0,140.0,69
40.68726,-73.91421,0.0,1.0,179.0,60
40.80249,-73.95622,0.0,5.0,24.0,55
40.65618,-73.95784,0.0,7.0,53.0,40
40.78398,-73.97795,0.0,4.0,0.0,119
40.69648,-73.92742,1.0,2.0,0.0,120
40.71329,-73.93993,0.0,2.0,15.0,59
40.70807,-73.95099,0.0,7.0,0.0,42
40.83242,-73.93931,0.0,20.0,0.0,28
40.61225,-73.9815,0.0,7.0,58.0,39
40.68443,-73.93456,1.0,3.0,0.0,209
40.7607,-73.9961,1.0,29.0,324.0,189
40.66379,-73.89127,0.0,2.0,172.0,50
40.73239,-73.95449,1.0,2.0,0.0,133
40.69102,-73.86089,0.0,2.0,89.0,90
40.75744,-73.99438,1.0,2.0,120.0,230
40.80315,-73.95616,0.0,30.0,364.0,88
40.73112,-73.98558,0.0,5.0,21.0,90
40.69929,-73.93602,0.0,1.0,169.0,55
40.82549,-73.95133,1.0,30.0,211.0,115
40.83331,-73.94547,0.0,5.0,51.0,50
40.7229,-73.98476,0.0,1.0,9.0,67
40.70061,-73.911,0.0,3.0,291.0,78
40.80017,-73.96882,1.0,3.0,315.0,115
40.76077,-73.99427,1.0,3.0,54.0,425
40.77222,-73.95604,1.0,30.0,341.0,118
40.6639,-73.88173,0.0,1.0,89.0,125
40.7573,-73.98043,0.0,1.0,52.0,150
40.76118,-73.98625,1.0,30.0,239.0,240
40.67895,-73.92851,1.0,3.0,316.0,125
40.71216,-73.95853,1.0,15.0,85.0,105
40.81618,-73.94517,1.0,1.0,316.0,94
40.68655,-73.92112,1.0,2.0,57.0,125
40.76015,-73.96378,1.0,5.0,0.0,247
40.75749,-73.96897,1.0,200.0,140.0,110
40.68692,-73.93113,1.0,2.0,0.0,150
40.69054,-73.99039,1.0,3.0,88.0,150
40.67737,-73.90935,0.0,1.0,52.0,75
40.7252,-73.98261,1.0,1.0,324.0,129
40.67007,-73.94729,1.0,2.0,224.0,300
40.66956,-73.98922,1.0,2.0,345.0,195
40.7984,-73.94267,1.0,2.0,8.0,100
40.68491,-73.94919,0.0,5.0,21.0,55
40.82827,-73.9493,0.0,1.0,0.0,36
40.68464,-73.92268,1.0,2.0,35.0,120
40.68698,-73.95514,0.0,2.0,291.0,70
40.7393,-73.9256,0.0,7.0,179.0,85
40.76733,-73.98074,1.0,3.0,27.0,160
40.65986,-73.96163,1.0,1.0,0.0,100
40.74615,-73.99182,1.0,30.0,184.0,109
40.72265,-73.99493,1.0,1.0,0.0,250
40.77651,-73.91281,0.0,1.0,0.0,40
40.70315,-73.93124,0.0,2.0,0.0,75
40.66062,-73.96084,1.0,3.0,317.0,200
40.68338,-73.95289,1.0,3.0,1.0,130
40.80077,-73.9681,1.0,6.0,92.0,350
40.72591,-74.00396,1.0,2.0,6.0,225
40.74242,-73.92597,0.0,10.0,2.0,40
40.8042,-73.96507,1.0,5.0,0.0,130
40.72792,-73.99877,1.0,5.0,4.0,110
40.85956,-73.87067,0.0,2.0,306.0,39
40.68739,-73.80555,0.0,1.0,359.0,50
40.7163,-73.95087,1.0,30.0,323.0,100
40.68301,-73.95305,1.0,30.0,310.0,76
40.84346,-73.94471,1.0,29.0,205.0,110
40.7221,-73.99775,1.0,30.0,154.0,180
40.72828,-73.98602,1.0,2.0,0.0,425
40.70074,-73.92333,0.0,14.0,67.0,80
40.69867,-73.91134,1.0,30.0,202.0,120
40.74464,-73.98436,0.0,20.0,8.0,70
40.7043,-73.98667,1.0,2.0,235.0,189
40.63813,-73.96592,1.0,5.0,231.0,120
40.72824,-73.97543,1.0,3.0,0.0,174
40.71529,-73.96398,1.0,3.0,0.0,189
40.72882,-73.98103,1.0,3.0,63.0,160
40.69516,-73.92258,0.0,5.0,350.0,61
40.74253,-73.9916,0.0,21.0,0.0,160
40.72203,-73.95376,1.0,2.0,307.0,500
40.74404,-73.97887,1.0,30.0,271.0,100
40.65035,-74.00974,0.0,2.0,16.0,75
40.83588,-73.85819,1.0,5.0,55.0,69
40.74033,-73.88561,0.0,1.0,89.0,70
40.80878,-73.95206,1.0,2.0,63.0,150
40.65867,-73.97971,1.0,2.0,314.0,145
40.72918,-73.95538,1.0,4.0,0.0,200
40.76179,-73.98399,0.0,1.0,351.0,100
40.67549,-73.96598,1.0,30.0,37.0,158
40.7539,-73.93419,0.0,1.0,285.0,55
40.70388,-74.0082,1.0,2.0,1.0,165
40.86948,-73.92122,1.0,2.0,65.0,129
40.75425,-73.98312,1.0,30.0,365.0,2000
40.68583,-73.9587,1.0,4.0,144.0,265
40.70511,-73.94474,0.0,5.0,0.0,74
40.72211,-73.90905,1.0,2.0,293.0,144
40.83144,-73.82791,0.0,1.0,179.0,60
40.79478,-73.97474,1.0,1.0,0.0,900
40.7171,-73.9573,1.0,10.0,0.0,100
40.67779,-73.9229,0.0,1.0,197.0,70
40.80485,-73.96345,1.0,3.0,0.0,150
40.58092,-73.96139,0.0,1.0,4.0,57
40.79982,-73.96058,1.0,2.0,0.0,135
40.68061,-73.93642,1.0,30.0,99.0,189
40.67387,-73.91306,1.0,2.0,52.0,120
40.71996,-73.9414,0.0,2.0,5.0,78
40.67682,-73.96586,1.0,5.0,188.0,225
40.68923,-73.91946,0.0,3.0,171.0,50
40.68482,-73.76929,0.0,5.0,365.0,55
40.75428,-73.93461,0.0,1.0,321.0,89
40.71882,-73.94943,1.0,2.0,0.0,260
40.78995,-73.94603,0.0,1.0,0.0,100
40.76647,-73.9829,1.0,30.0,345.0,369
40.74577,-73.97587,1.0,30.0,311.0,310
40.69306,-73.96132,0.0,1.0,135.0,45
40.80624,-73.95622,0.0,1.0,0.0,110
40.71769,-73.96339,1.0,3.0,318.0,300
40.57857,-74.09152,0.0,1.0,35.0,65
40.6808,-73.93753,1.0,30.0,319.0,110
40.68164,-73.98631,0.0,2.0,0.0,63
40.71027,-73.95293,0.0,1.0,43.0,75
40.67683,-74.00056,1.0,7.0,0.0,90
40.76432,-73.87227,0.0,1.0,139.0,33
40.64871,-74.00774,0.0,2.0,0.0,70
40.68352,-73.92009,1.0,2.0,0.0,112
40.68625,-73.93053,0.0,30.0,332.0,42
40.76327,-73.96766,1.0,30.0,122.0,145
40.70781,-74.01165,1.0,2.0,343.0,214
40.8204,-73.94652,1.0,3.0,4.0,150
40.81806,-73.95374,1.0,1.0,0.0,150
40.7459,-73.97607,0.0,1.0,0.0,170
40.72722,-73.97698,0.0,2.0,33.0,115
40.74424,-73.97272,1.0,30.0,343.0,190
40.65306,-73.95507,0.0,7.0,0.0,64
40.71269,-73.98171,1.0,1.0,0.0,200
40.76427,-73.962,1.0,1.0,0.0,95
40.69133,-73.9426,0.0,3.0,0.0,31
40.69155,-73.93662,0.0,7.0,56.0,49
40.62382,-73.94683,0.0,30.0,44.0,35
40.67018,-73.88867,1.0,3.0,124.0,79
40.70844,-73.96176,1.0,2.0,0.0,200
40.78456,-73.98117,1.0,30.0,0.0,140
40.71878,-73.9604,0.0,1.0,98.0,70
40.65766,-73.97614,1.0,3.0,0.0,275
40.81171,-73.96352,1.0,5.0,5.0,200
40.74505,-73.97867,1.0,5.0,0.0,220
40.82775,-73.94313,1.0,2.0,87.0,80
40.74667,-73.90202,1.0,3.0,0.0,100
40.7347,-74.00784,1.0,2.0,0.0,150
40.64399,-74.08526,1.0,7.0,0.0,77
40.71973,-73.95582,1.0,3.0,0.0,185
40.70831,-74.00619,1.0,29.0,259.0,182
40.68757,-73.97469,1.0,1.0,96.0,220
40.75664,-73.97191,0.0,1.0,179.0,700
40.72408,-73.99381,0.0,1.0,56.0,111
40.69462,-73.96996,1.0,12.0,2.0,550
40.7135,-73.988,1.0,4.0,102.0,250
40.745,-73.85927,1.0,1.0,329.0,99
40.71484,-73.98977,1.0,5.0,0.0,185
40.7212,-73.98045,0.0,3.0,0.0,70
40.71327,-73.99853,0.0,1.0,0.0,98
40.6977,-73.94781,0.0,2.0,0.0,35
40.71814,-73.95517,1.0,2.0,0.0,180
40.81906,-73.95654,1.0,1.0,365.0,200
40.71211,-73.94058,1.0,1.0,153.0,79
40.72798,-73.95038,1.0,7.0,0.0,150
40.7402,-73.999,1.0,30.0,126.0,300
40.72718,-73.98238,0.0,4.0,0.0,80
40.57941,-73.975,0.0,1.0,90.0,75
40.7228,-73.99799,0.0,2.0,129.0,99
40.75872,-73.82174,1.0,30.0,365.0,183
40.71085,-73.96136,0.0,4.0,5.0,65
40.69802,-73.97614,0.0,3.0,365.0,120
40.6858,-73.93465,1.0,2.0,0.0,120
40.65952,-73.95526,0.0,1.0,305.0,50
40.68623,-73.98956,1.0,29.0,312.0,300
40.84905,-73.93951,0.0,3.0,18.0,79
40.68875,-73.90943,0.0,5.0,0.0,32
40.7977,-73.93736,0.0,28.0,0.0,65
40.67267,-73.95786,1.0,28.0,189.0,135
40.80882,-73.94165,0.0,20.0,0.0,35
40.803,-73.95278,0.0,3.0,217.0,125
40.83434,-73.94027,0.0,3.0,335.0,99
40.76173,-73.99937,1.0,30.0,365.0,534
40.70002,-73.89364,0.0,7.0,365.0,35
40.68177,-73.88277,0.0,2.0,365.0,68
40.72555,-73.97965,1.0,1.0,299.0,225
40.68886,-73.97687,1.0,3.0,0.0,125
40.68581,-73.94689,1.0,3.0,178.0,800
40.84289,-73.92688,0.0,2.0,344.0,100
40.6754,-73.94977,1.0,1.0,0.0,225
40.68636,-74.00345,1.0,2.0,34.0,159
40.68193,-73.91252,0.0,3.0,348.0,100
40.68515,-73.91981,1.0,14.0,105.0,130
40.76756,-73.96856,1.0,2.0,3.0,100
40.76482,-73.91996,0.0,3.0,0.0,100
40.67463,-73.91811,0.0,8.0,2.0,103
40.62019,-73.99624,0.0,1.0,220.0,43
40.69594,-73.98375,1.0,13.0,116.0,175
40.66539,-73.95651,1.0,2.0,0.0,120
40.68864,-73.94166,1.0,1.0,0.0,120
40.72454,-73.97944,1.0,4.0,0.0,175
40.72689,-74.0089,0.0,2.0,116.0,101
40.72853,-73.98762,0.0,2.0,23.0,115
40.7069,-73.95372,0.0,5.0,53.0,55
40.76529,-73.97713,0.0,3.0,0.0,350
40.67858,-73.98537,0.0,31.0,331.0,125
40.76042,-73.97345,1.0,1.0,365.0,1020
40.7631,-73.98753,1.0,1.0,0.0,100
40.71216,-73.95968,0.0,4.0,29.0,75
40.72993,-74.01,1.0,30.0,350.0,278
40.67335,-73.96763,1.0,9.0,179.0,121
40.72875,-73.98443,0.0,2.0,29.0,98
40.7449,-73.97888,1.0,5.0,74.0,288
40.67966,-73.93045,0.0,1.0,291.0,65
40.70794,-73.9566,0.0,3.0,0.0,90
40.67508,-73.94242,0.0,5.0,0.0,44
40.72582,-73.9886,1.0,2.0,0.0,150
40.70786,-73.81448,1.0,1.0,159.0,58
40.825,-73.95181,0.0,3.0,0.0,90
40.76964,-73.98615,1.0,7.0,34.0,250
40.64333,-73.92526,1.0,2.0,106.0,150
40.75403,-73.96714,1.0,28.0,250.0,714
40.70369,-73.98306,1.0,30.0,1.0,186
40.59997,-73.97804,1.0,30.0,80.0,90
40.74549,-73.90872,1.0,2.0,70.0,105
40.79741,-73.93884,0.0,29.0,0.0,50
40.73489,-74.00182,1.0,1.0,6.0,220
40.84301,-73.94175,2.0,1.0,0.0,60
40.80515,-73.95651,0.0,30.0,332.0,59
40.71536,-73.93662,0.0,1.0,0.0,80
40.70629,-74.01535,1.0,1.0,326.0,200
40.74637,-73.97469,1.0,1.0,0.0,104
40.682,-73.97231,0.0,2.0,0.0,80
40.76944,-73.95252,1.0,2.0,0.0,150
40.76508,-73.9204,1.0,1.0,0.0,215
40.83747,-73.94123,0.0,1.0,84.0,51
40.79527,-73.96695,1.0,5.0,0.0,165
40.76368,-73.91518,1.0,4.0,0.0,68
40.68883,-73.94821,0.0,3.0,0.0,55
40.82424,-73.91316,1.0,1.0,0.0,225
40.69315,-73.96412,1.0,3.0,0.0,117
40.60918,-73.99799,1.0,2.0,0.0,40
40.79834,-73.94337,1.0,2.0,180.0,300
40.67575,-73.96546,0.0,1.0,0.0,102
40.74291,-73.9868,0.0,1.0,330.0,400
40.6626,-73.95598,1.0,3.0,241.0,195
40.8012,-73.95589,0.0,2.0,363.0,115
40.68004,-73.9215,1.0,2.0,38.0,143
40.71668,-73.99073,1.0,2.0,231.0,150
40.7303,-73.98341,0.0,3.0,0.0,105
40.75993,-73.97054,1.0,1.0,0.0,145
40.72222,-73.98221,1.0,2.0,78.0,190
40.70908,-73.95006,0.0,1.0,30.0,78
40.65429,-73.93601,0.0,30.0,306.0,57
40.70524,-73.73349,1.0,1.0,248.0,150
40.83953,-73.85717,1.0,1.0,170.0,88
40.80682,-73.95196,1.0,2.0,188.0,450
40.74052,-74.0031,0.0,1.0,355.0,199
40.80068,-73.94598,1.0,3.0,28.0,191
40.7157,-73.99094,1.0,2.0,109.0,399
40.68116,-73.90502,0.0,1.0,115.0,49
40.74696,-73.9767,1.0,1.0,0.0,199
40.80194,-73.95551,1.0,1.0,0.0,120
40.76604,-73.79442,0.0,1.0,189.0,100
40.77564,-73.9533,0.0,1.0,186.0,85
40.71497,-73.93905,1.0,7.0,0.0,150
40.75348,-73.9986,1.0,1.0,360.0,900
40.6911,-73.92125,1.0,3.0,0.0,79
40.86734,-73.92102,1.0,1.0,0.0,95
40.79806,-73.96167,0.0,1.0,0.0,100
40.6938,-73.94698,0.0,1.0,325.0,70
40.73997,-73.98137,1.0,3.0,0.0,200
