neighbourhood_group,latitude,longitude,room_type,minimum_nights,availability_365,price
0,40.67268,-73.95249,0,3,37,50
0,40.71233,-73.96181,1,3,18,145
1,40.76383,-73.97704,0,2,0,199
1,40.77546,-73.94897,0,1,148,126
1,40.7683,-73.95919,1,4,4,230
1,40.77349,-73.94994,0,1,155,129
1,40.77571,-73.94803,0,1,147,119
2,40.6809,-73.78196,0,1,365,50
0,40.68968,-73.94483,1,7,0,100
0,40.69452,-73.99552,1,90,0,199
0,40.6778,-73.9135,0,1,144,65
1,40.85022,-73.92903,0,4,83,50
0,40.67247,-73.94421,0,1,0,65
1,40.72864,-73.98102,1,5,0,200
1,40.76578,-73.95443,0,2,287,150
0,40.67186,-73.94094,0,1,0,50
0,40.64765,-73.95804,0,2,363,90
0,40.69383,-73.98539,1,14,0,180
0,40.65531,-73.96161,0,4,6,50
1,40.7701,-73.9589,1,2,0,250
3,40.59347,-74.06914,1,1,219,122
0,40.70208,-73.98568,1,2,88,225
2,40.75708,-73.81268,0,2,355,51
0,40.69554,-73.92588,1,1,0,90
0,40.60044,-73.99341,0,1,0,79
0,40.68567,-73.93509,1,2,23,275
0,40.69705,-73.92585,0,1,1,45
1,40.72766,-73.98249,0,3,0,100
1,40.7975,-73.97161,1,2,37,199
1,40.72263,-73.99622,0,1,0,75
0,40.695,-73.90755,1,7,271,145
0,40.68607,-73.92392,1,2,270,161
0,40.68116,-73.95726,0,2,0,45
4,40.86437,-73.83863,0,20,104,43
0,40.68683,-73.94411,0,2,0,50
0,40.67774,-73.96487,1,7,13,95
2,40.76121,-73.92341,0,2,67,60
4,40.84565,-73.91684,1,4,0,80
0,40.60353,-74.01599,1,3,334,180
1,40.7606,-73.99345,1,8,11,150
3,40.63116,-74.12278,0,2,276,49
3,40.63149,-74.12393,0,2,315,49
1,40.77617,-73.98188,1,3,63,249
0,40.6966,-73.93839,0,3,0,70
0,40.70626,-73.95212,0,4,0,60
2,40.74924,-73.75654,0,3,96,49
2,40.65252,-73.73425,0,1,0,22
0,40.58017,-73.9616,2,1,1,50
1,40.7823,-73.94838,1,5,187,105
1,40.81184,-73.94488,0,3,157,89
0,40.62241,-74.02863,1,4,295,115
1,40.8153,-73.9508,0,2,0,65
2,40.76924,-73.91702,0,1,9,65
2,40.74176,-73.90631,0,1,0,35
1,40.86348,-73.92232,0,3,179,99
0,40.70849,-73.96603,0,1,192,83
0,40.70961,-73.94635,0,1,44,45
1,40.86448,-73.92351,0,3,180,99
2,40.76075,-73.87943,0,1,322,55
0,40.63431,-74.02552,1,3,353,100
0,40.67453,-73.96785,1,30,281,158
1,40.74864,-73.99398,0,2,113,89
0,40.70216,-73.92928,0,2,0,37
2,40.70886,-73.91742,0,1,0,60
2,40.76389,-73.87155,2,1,80,38
1,40.76305,-73.97841,1,1,0,800
1,40.7345,-73.98482,1,6,177,325
0,40.6899,-73.95498,0,1,358,89
1,40.72194,-73.98941,2,1,0,68
1,40.80766,-73.94342,1,6,72,700
0,40.70987,-73.94756,1,2,170,210
0,40.71164,-73.9572,1,30,48,150
1,40.74128,-73.99986,1,1,0,139
1,40.79274,-73.94562,0,2,208,103
0,40.67181,-73.95865,0,25,0,45
1,40.79142,-73.94664,0,2,237,90
1,40.76722,-73.98568,1,5,0,227
0,40.71869,-73.95158,1,2,0,100
3,40.63568,-74.07826,1,4,173,75
1,40.78549,-73.97664,1,3,0,97
2,40.75092,-73.75316,0,7,145,50
2,40.75136,-73.75269,0,7,169,60
0,40.73018,-73.95464,0,7,157,50
2,40.74923,-73.80568,1,1,265,229
1,40.7203,-73.99172,1,2,0,150
0,40.68643,-73.91465,0,1,342,50
3,40.63101,-74.08443,1,4,0,95
1,40.78866,-73.95435,0,3,0,62
1,40.80617,-73.9415,1,1,156,115
2,40.70336,-73.90991,0,1,5,55
0,40.67438,-73.94071,1,6,8,90
1,40.83046,-73.94142,0,1,0,30
1,40.80113,-73.94283,0,2,0,100
0,40.70422,-73.92757,0,1,364,71
0,40.70276,-73.9271,0,1,362,70
1,40.80623,-73.94047,1,1,1,115
2,40.666,-73.76333,0,1,0,65
2,40.58493,-73.81736,1,1,133,120
0,40.71168,-73.9657,0,5,0,100
0,40.6921,-73.93502,0,1,34,59
2,40.66535,-73.76367,0,1,0,65
1,40.80171,-73.96623,0,5,0,89
0,40.63052,-73.97161,0,2,365,250
2,40.68615,-73.78747,0,1,180,80
1,40.76428,-73.9941,1,3,0,127
0,40.68769,-73.95254,0,5,66,150
0,40.63159,-73.92724,1,2,180,170
1,40.72196,-73.99664,0,6,40,120
0,40.69708,-73.91237,0,3,365,44
2,40.7483,-73.94531,0,7,173,71
0,40.69253,-73.99249,0,2,117,150
0,40.70973,-73.94552,0,2,0,75
2,40.76529,-73.92304,0,2,0,53
0,40.69491,-73.91266,0,1,269,100
0,40.67841,-73.9698,1,7,0,175
1,40.72107,-73.98039,1,3,111,170
1,40.81733,-73.95413,0,1,0,25
2,40.75125,-73.87644,0,1,306,51
1,40.76999,-73.94928,1,1,0,95
0,40.70432,-73.9267,1,2,74,94
0,40.6427,-73.91266,0,1,305,69
1,40.77666,-73.95618,0,2,0,105
1,40.72856,-73.98125,1,2,0,79
2,40.7381,-73.91893,0,31,95,64
0,40.67164,-73.95326,0,15,67,40
1,40.79295,-73.93808,0,3,0,62
1,40.70552,-74.00941,1,7,272,110
1,40.73581,-74.00666,1,4,22,185
1,40.80726,-73.93815,1,2,267,177
0,40.67541,-73.94917,1,2,0,110
1,40.74891,-73.97846,1,3,0,235
1,40.78311,-73.95299,0,3,28,80
2,40.77411,-73.92731,0,5,5,53
0,40.67148,-73.97766,0,9,0,95
1,40.76138,-73.9598,1,30,336,115
0,40.65749,-73.95511,0,2,0,65
1,40.74397,-73.98405,1,4,0,130
1,40.72552,-73.98657,0,4,0,79
0,40.69422,-73.96565,1,2,0,107
0,40.7233,-73.94187,1,1,0,116
0,40.69461,-73.94825,0,3,0,47
1,40.72771,-73.98983,0,2,27,100
0,40.6754,-73.88989,0,3,360,75
0,40.71666,-73.94562,1,5,0,160
0,40.67091,-73.94888,1,4,96,275
0,40.64807,-73.96625,0,3,0,22
0,40.58186,-73.9602,0,1,1,60
1,40.81213,-73.9395,1,4,0,70
0,40.66424,-73.98395,0,3,179,100
0,40.68144,-73.9426,0,5,0,55
1,40.81703,-73.9525,0,2,98,64
1,40.84545,-73.93809,0,3,0,47
1,40.74107,-73.99936,1,2,0,250
0,40.71724,-73.94492,1,15,198,190
4,40.8781,-73.89998,1,3,86,99
0,40.68309,-73.95249,0,7,82,88
0,40.6905,-73.94375,0,1,130,100
1,40.77048,-73.98252,0,3,17,250
1,40.72571,-73.98789,1,2,264,250
0,40.69564,-73.99691,1,3,0,150
1,40.76616,-73.98916,1,2,46,484
0,40.6632,-73.98529,0,1,0,50
1,40.75794,-73.96959,1,8,0,141
1,40.76352,-73.9831,1,2,263,199
1,40.81473,-73.96217,1,2,0,140
1,40.8217,-73.93751,0,2,218,79
0,40.69851,-73.96961,1,2,0,142
0,40.68656,-73.9522,0,1,0,80
1,40.75538,-74.00441,2,27,365,337
4,40.86437,-73.8485,0,2,339,47
0,40.71647,-73.95971,0,20,0,65
1,40.81217,-73.94056,1,3,268,149
0,40.67933,-73.96305,1,5,0,300
0,40.6961,-73.99329,0,2,363,159
0,40.68352,-73.96771,0,3,6,60
0,40.70219,-73.93115,0,3,0,50
1,40.70464,-74.00715,1,2,225,220
1,40.76587,-73.98211,1,4,0,380
0,40.59211,-73.94127,0,1,82,99
0,40.72428,-73.94686,1,3,3,120
1,40.76987,-73.95111,1,14,221,110
2,40.67414,-73.76454,0,7,0,50
2,40.75615,-73.91281,0,90,341,30
0,40.69723,-73.92511,0,5,175,60
0,40.57706,-73.98439,1,2,144,110
1,40.80533,-73.95049,0,1,280,75
0,40.71185,-73.95806,1,20,45,100
1,40.79274,-73.94286,0,1,0,65
1,40.73057,-73.986,0,2,329,125
0,40.69377,-73.91269,0,5,316,40
4,40.86868,-73.85483,1,2,87,105
0,40.70937,-73.95903,1,4,0,115
0,40.62723,-73.92635,1,2,363,75
1,40.74119,-74.0006,0,2,288,429
4,40.8709,-73.89946,2,2,365,60
0,40.67689,-73.95079,0,3,0,30
0,40.72449,-73.94486,0,7,24,84
1,40.71326,-73.99698,0,2,68,75
0,40.68003,-73.91701,0,4,7,50
0,40.67089,-73.9182,0,1,220,39
0,40.68476,-73.95471,1,5,243,160
0,40.72158,-73.94578,1,3,20,175
2,40.75901,-73.81461,0,3,172,47
2,40.77872,-73.90943,1,1,0,89
0,40.63613,-74.02262,0,1,0,29
1,40.76811,-73.98181,0,3,86,95
0,40.67053,-73.94923,0,5,0,40
2,40.7542,-73.92849,1,5,173,145
1,40.71816,-73.99538,0,6,0,90
1,40.73307,-73.99277,1,7,0,250
1,40.8155,-73.93986,0,3,0,38
2,40.73443,-73.89635,0,1,309,65
4,40.84546,-73.89013,1,1,179,150
0,40.66194,-73.99138,1,3,20,139
1,40.72147,-73.98774,1,2,0,127
0,40.73223,-73.95786,1,10,0,290
1,40.79806,-73.96085,0,2,0,100
1,40.76313,-73.98978,0,1,43,100
0,40.70896,-73.95119,1,7,0,150
0,40.69107,-73.91134,0,2,0,65
1,40.74123,-73.99522,1,4,49,200
2,40.71031,-73.87613,1,4,89,100
0,40.68698,-73.95228,1,1,0,148
0,40.67395,-73.96333,1,4,80,160
1,40.78056,-73.95182,1,4,7,147
1,40.80972,-73.95774,1,2,0,95
0,40.69345,-73.96632,1,5,0,130
1,40.7181,-74.00984,1,2,18,157
1,40.79416,-73.97044,0,1,0,95
0,40.70127,-73.91764,1,2,1,120
1,40.79857,-73.96162,1,30,161,110
1,40.72439,-73.97607,1,5,363,130
1,40.72999,-74.0034,0,1,0,99
2,40.71774,-73.89181,1,6,237,90
0,40.65694,-73.92728,0,30,37,138
1,40.79424,-73.93495,1,1,84,125
1,40.73612,-73.99978,1,1,177,395
0,40.67156,-73.98366,1,4,37,100
0,40.72052,-73.94098,1,8,0,150
1,40.72734,-73.98319,0,1,0,150
0,40.63716,-73.88654,1,2,340,85
1,40.7729,-73.95738,1,2,91,115
0,40.69449,-73.91874,0,2,56,50
2,40.7824,-73.82144,0,1,157,45
0,40.66491,-73.9544,1,3,0,160
0,40.69471,-73.94406,0,2,1,40
2,40.75236,-73.89172,0,3,177,70
0,40.6974,-73.92487,0,3,169,80
1,40.73117,-73.97616,0,31,0,55
1,40.73114,-73.98439,1,7,52,110
2,40.74443,-73.94298,1,1,358,225
2,40.69775,-73.89474,0,2,0,69
2,40.65377,-73.73087,0,15,311,35
1,40.77243,-73.95744,0,2,0,300
1,40.74391,-73.97151,1,3,0,350
0,40.69049,-73.95877,0,2,0,45
0,40.69054,-73.9328,1,2,278,150
0,40.69974,-73.91935,0,5,0,10
2,40.75656,-73.80385,0,1,0,108
3,40.63168,-74.12316,0,2,279,89
2,40.7711,-73.92579,0,7,65,70
1,40.78593,-73.97485,1,30,328,210
1,40.7902,-73.97568,1,7,0,150
0,40.70824,-73.94379,0,7,259,55
0,40.68091,-73.95005,0,1,23,200
0,40.61901,-74.00045,1,3,295,120
4,40.81034,-73.93166,2,2,15,165
1,40.72036,-73.98458,0,3,0,155
1,40.71456,-73.99077,0,14,28,95
1,40.73589,-74.00304,1,3,0,139
1,40.86517,-73.92318,0,1,0,65
0,40.58092,-73.96139,0,1,4,57
4,40.81234,-73.91688,0,5,314,42
4,40.81387,-73.91553,0,5,23,42
1,40.78549,-73.97673,0,3,0,90
2,40.72962,-73.8591,1,3,111,69
1,40.78937,-73.9789,1,30,357,376
4,40.88534,-73.83434,0,1,348,75
1,40.71889,-73.99604,0,3,0,99
2,40.74756,-73.88193,0,1,173,85
1,40.82021,-73.95441,0,2,71,69
1,40.84345,-73.9422,0,2,0,100
1,40.80104,-73.96041,0,1,0,45
1,40.72237,-73.99817,0,5,0,10
0,40.69365,-73.9109,0,7,0,60
1,40.73242,-73.9868,0,2,42,48
4,40.82097,-73.92739,1,2,139,145
1,40.7503,-74.00473,0,1,33,57
0,40.67686,-73.93032,0,1,102,85
1,40.72286,-73.98025,0,2,0,100
2,40.76503,-73.83039,0,1,52,45
1,40.72308,-73.97988,0,2,0,100
0,40.71891,-73.9657,1,2,0,250
2,40.75214,-73.8584,0,4,95,40
1,40.78913,-73.98043,1,31,82,317
3,40.62919,-74.08107,1,1,230,70
2,40.76169,-73.76813,0,2,351,70
1,40.76634,-73.98721,0,30,160,61
0,40.66338,-73.99879,1,3,269,300
0,40.6873,-73.966,1,10,0,92
1,40.7807,-73.97869,1,4,0,200
1,40.78822,-73.94871,1,3,222,150
0,40.68815,-73.91032,1,2,270,120
1,40.81131,-73.9582,0,1,0,45
1,40.73953,-74.00841,1,30,365,170
1,40.72886,-73.9883,0,1,0,150
4,40.85311,-73.88763,0,4,0,29
1,40.72261,-73.99348,1,2,0,250
1,40.71794,-73.99955,1,4,0,195
0,40.662,-73.93775,0,1,0,15
1,40.73272,-74.00356,1,2,0,230
1,40.81053,-73.94332,1,2,14,130
2,40.75607,-73.83202,0,2,82,78
0,40.68823,-73.90825,0,1,105,53
1,40.70743,-74.005,0,1,0,100
1,40.77858,-73.98707,1,28,238,150
0,40.65935,-73.90279,1,2,70,89
1,40.70648,-74.01234,1,12,0,105
0,40.67523,-73.92326,1,7,74,80
2,40.75299,-73.8307,0,1,38,57
2,40.75729,-73.91591,0,22,69,75
0,40.73354,-73.95728,1,1,36,151
0,40.69103,-73.96106,1,4,0,197
2,40.72736,-73.89659,1,2,245,100
0,40.67694,-73.95462,0,2,282,88
0,40.69025,-73.95891,0,4,0,60
1,40.76876,-73.98359,1,3,301,375
0,40.69288,-73.93285,0,1,7,45
1,40.74423,-74.00111,1,1,98,95
0,40.68295,-73.92536,1,2,238,82
2,40.73481,-73.88051,0,3,0,50
0,40.69045,-73.91507,0,2,281,40
1,40.7972,-73.94749,0,28,147,45
0,40.63684,-73.95693,0,2,9,60
1,40.74701,-73.9914,0,1,103,105
0,40.67158,-73.97472,0,1,166,159
1,40.72054,-73.98471,1,3,0,208
1,40.70732,-74.01451,0,2,95,105
2,40.68655,-73.86491,0,3,332,69
2,40.76266,-73.91992,1,2,0,250
0,40.68824,-73.91567,1,2,10,100
0,40.67544,-73.95655,1,5,0,80
0,40.69892,-73.9302,0,1,180,72
1,40.71866,-73.99633,0,3,0,120
4,40.81217,-73.91777,0,5,334,41
0,40.71815,-73.95519,1,14,83,250
0,40.66914,-73.95333,0,6,78,50
1,40.74686,-74.0043,1,3,0,134
0,40.66443,-73.99348,1,5,179,150
3,40.63952,-74.0973,1,1,344,5000
0,40.69424,-73.9385,1,2,229,300
1,40.81321,-73.94556,1,4,12,150
1,40.80674,-73.95616,0,5,0,60
0,40.66994,-73.9315,0,2,32,45
1,40.77317,-73.98895,0,1,0,67
0,40.66926,-73.991,1,1,0,142
1,40.81064,-73.94405,0,2,132,67
2,40.74238,-73.91783,0,3,177,69
2,40.74385,-73.91403,0,2,0,95
1,40.76246,-73.95985,1,1,0,195
3,40.64425,-74.08056,1,4,152,72
3,40.64605,-74.07897,1,4,230,289
0,40.69502,-73.9478,1,21,66,80
0,40.66151,-73.96194,1,3,6,69
2,40.68821,-73.83411,0,3,160,95
0,40.71882,-73.95562,0,3,0,110
1,40.74289,-73.98134,1,2,0,175
2,40.75541,-73.9335,0,1,273,35
0,40.72528,-73.94428,1,5,198,175
1,40.74932,-74.00333,0,1,89,2800
1,40.76316,-73.9904,0,4,0,100
0,40.69801,-73.93357,0,3,0,88
1,40.76191,-73.99766,1,30,185,499
1,40.84497,-73.93934,0,1,365,80
0,40.7331,-73.95837,0,5,66,49
1,40.77581,-73.956,1,7,207,510
0,40.68761,-73.94953,0,1,10,45
1,40.76213,-73.94971,0,2,142,100
2,40.6987,-73.78455,0,1,359,50
1,40.72964,-73.99946,1,3,0,199
2,40.67574,-73.85601,1,3,233,81
1,40.7822,-73.98207,1,2,0,90
0,40.68535,-73.96492,0,2,159,80
1,40.79795,-73.96199,1,5,4,175
1,40.84354,-73.93874,1,6,0,50
0,40.68476,-73.92399,0,30,189,60
4,40.88364,-73.83561,0,3,365,70
0,40.72171,-73.95872,1,2,208,175
0,40.63592,-74.0219,0,30,0,30
1,40.76576,-73.98016,0,1,0,350
0,40.67358,-73.93502,0,1,95,57
0,40.73542,-73.9562,1,20,59,120
0,40.65932,-73.94179,1,2,247,129
0,40.66935,-73.94708,0,3,16,60
0,40.65661,-73.96053,1,1,0,76
1,40.73819,-73.97389,1,62,88,150
1,40.85564,-73.93066,0,1,297,40
1,40.80353,-73.94707,1,2,296,250
1,40.85516,-73.92863,0,1,128,55
1,40.77241,-73.948,1,31,0,124
1,40.7709,-73.95508,1,7,14,130
0,40.68673,-73.99653,1,4,15,700
1,40.74563,-73.9759,1,30,362,219
1,40.72207,-74.00232,1,2,341,2250
2,40.76745,-73.87915,1,1,111,125
0,40.7124,-73.96263,1,5,0,200
1,40.7631,-73.96281,1,30,365,179
0,40.6817,-73.92068,1,2,9,200
0,40.71747,-73.95459,1,1,2,160
1,40.70481,-74.00805,1,30,365,270
0,40.69037,-73.9184,0,2,0,51
0,40.67992,-73.95695,0,2,0,65
2,40.77764,-73.91128,1,3,197,100
2,40.76601,-73.91841,0,5,179,49
0,40.69171,-73.9575,1,4,218,195
1,40.76476,-73.99453,1,30,326,115
0,40.69511,-73.90715,0,4,11,65
0,40.69664,-73.97375,0,2,0,65
0,40.70091,-73.92215,0,2,3,60
0,40.72128,-73.95547,1,2,0,175
1,40.81928,-73.95398,0,2,72,80
0,40.69624,-73.93414,0,4,120,72
1,40.72177,-73.98286,0,5,128,100
1,40.79487,-73.96555,1,3,0,100
2,40.75811,-73.81458,0,2,342,47
0,40.6919,-73.94487,0,1,90,125
2,40.69661,-73.90022,0,5,100,56
1,40.76982,-73.95258,1,30,120,105
1,40.79974,-73.96432,0,6,0,80
0,40.65026,-73.96308,0,2,0,40
1,40.74432,-73.99985,1,5,0,180
1,40.78949,-73.94461,0,5,131,79
0,40.69261,-73.94393,1,2,177,150
1,40.77777,-73.97939,1,1,0,250
0,40.71398,-73.94702,0,5,50,169
0,40.68572,-73.99286,1,1,0,199
0,40.69369,-73.96826,1,6,0,125
1,40.83126,-73.94832,0,2,0,120
1,40.82168,-73.95161,1,3,0,199
0,40.68786,-73.98811,1,5,8,160
0,40.67387,-73.96707,1,5,0,100
0,40.68402,-73.93081,1,2,248,550
0,40.69307,-73.95254,0,3,0,40
0,40.6877,-73.9159,1,2,6,95
1,40.78071,-73.95149,0,1,0,150
0,40.68727,-73.98574,1,5,24,189
0,40.68293,-73.95458,0,1,0,71
0,40.6942,-73.94963,0,3,0,40
0,40.63256,-73.94757,0,4,364,55
2,40.74473,-73.91876,0,3,0,150
1,40.75888,-73.99077,1,30,149,229
1,40.7647,-73.99414,1,30,353,120
0,40.70869,-73.94684,0,3,0,100
0,40.70327,-73.93425,1,2,358,160
1,40.72269,-73.98428,0,5,0,50
0,40.68544,-73.92457,0,1,0,60
1,40.75735,-73.99189,1,30,362,229
2,40.77412,-73.9061,1,1,202,99
1,40.7847,-73.98196,1,29,0,136
1,40.77681,-73.95123,0,2,0,120
0,40.67259,-73.98452,1,1,0,300
1,40.78463,-73.98303,1,30,310,119
1,40.80416,-73.96538,0,4,0,99
0,40.70025,-73.92175,0,3,0,60
1,40.80026,-73.9546,2,1,89,31
2,40.7638,-73.87238,0,1,337,48
1,40.74754,-73.99036,0,1,29,69
0,40.69808,-73.92054,0,1,341,60
2,40.70678,-73.80613,1,2,365,1000
1,40.71893,-74.0033,1,6,25,350
2,40.70459,-73.89574,1,1,0,100
2,40.7455,-73.95607,1,3,0,150
0,40.65321,-73.95199,1,1,259,140
1,40.71869,-73.9931,1,3,0,200
0,40.71638,-73.96612,1,1,9,235
1,40.76318,-73.99462,1,30,350,200
0,40.69016,-73.9274,0,2,0,40
0,40.67943,-73.94435,1,6,35,90
1,40.7368,-73.98045,1,1,0,379
1,40.76126,-73.99685,1,2,0,300
0,40.70858,-73.95857,1,2,0,250
1,40.82665,-73.94669,2,2,194,49
0,40.67763,-73.94755,0,2,0,60
0,40.70743,-73.96625,1,1,192,224
0,40.67632,-73.97328,1,3,0,115
0,40.69745,-73.93038,0,1,89,49
2,40.75933,-73.82313,1,30,7,115
3,40.57825,-74.08879,1,4,134,95
0,40.70345,-73.94336,0,2,0,98
1,40.76976,-73.95208,0,3,203,110
1,40.85354,-73.93095,0,2,24,50
0,40.67213,-73.98141,0,1,0,75
1,40.79345,-73.97191,1,5,0,50
0,40.67038,-73.93214,0,2,84,27
0,40.68371,-73.94156,1,4,0,130
0,40.6778,-73.96321,1,3,0,85
0,40.66429,-73.9581,0,7,95,115
0,40.6891,-73.9874,0,1,0,53
2,40.67057,-73.77956,1,1,304,80
1,40.84955,-73.94167,0,1,0,35
1,40.81447,-73.94721,1,7,269,165
0,40.65704,-73.96086,0,5,41,60
2,40.74834,-73.94181,1,4,152,379
1,40.73218,-73.98815,1,30,364,285
0,40.6536,-73.92643,0,2,0,60
1,40.7355,-73.99964,1,4,16,329
1,40.73373,-73.98962,1,30,347,225
4,40.8134,-73.89893,0,3,87,75
1,40.76889,-73.9548,0,1,5,100
1,40.80803,-73.94647,1,2,43,200
1,40.80965,-73.94696,0,1,34,115
0,40.7016,-73.92103,0,3,3,85
1,40.79794,-73.97188,0,1,0,40
1,40.73916,-73.9822,1,1,0,235
0,40.68416,-73.97912,0,1,3,64
1,40.7523,-73.97299,1,4,0,134
0,40.64538,-73.954,1,14,349,86
1,40.79967,-73.96251,1,3,0,330
0,40.65953,-73.94475,1,3,0,170
1,40.71836,-73.99777,0,1,9,90
2,40.75767,-73.83094,1,2,119,65
2,40.73677,-73.9168,0,2,40,60
2,40.75147,-73.89071,0,1,341,75
0,40.71004,-73.95994,1,3,70,265
1,40.78906,-73.97732,1,1,277,148
2,40.77751,-73.90902,0,1,90,95
1,40.83053,-73.95048,0,3,0,94
0,40.6946,-73.94429,1,2,258,109
1,40.78164,-73.95873,1,14,180,490
1,40.72528,-74.00317,1,3,15,200
0,40.70655,-73.95405,0,15,0,69
2,40.7447,-73.82497,1,3,63,99
0,40.68697,-73.9615,0,4,10,75
0,40.7164,-73.95437,1,4,17,146
1,40.74612,-73.97684,0,2,0,77
2,40.69845,-73.8958,0,30,294,35
1,40.80567,-73.95677,1,2,5,140
1,40.7883,-73.95017,0,1,0,100
2,40.76417,-73.83008,0,1,62,45
0,40.63381,-73.94395,1,6,112,185
4,40.84499,-73.91157,1,5,0,60
2,40.76518,-73.89182,0,2,34,50
0,40.68699,-73.92345,0,2,0,50
0,40.68583,-73.95296,0,35,75,47
1,40.76392,-73.98187,1,1,0,186
1,40.83694,-73.94212,1,3,363,100
1,40.72448,-73.99247,1,3,14,400
4,40.87372,-73.84065,0,1,129,75
0,40.67694,-73.94631,0,3,0,145
3,40.63457,-74.07817,0,1,351,65
0,40.57609,-73.98605,1,3,150,110
1,40.80405,-73.94513,1,7,0,85
1,40.84062,-73.94125,1,1,0,51
1,40.72412,-73.97911,1,5,0,140
1,40.8043,-73.95106,1,1,0,85
0,40.69368,-73.9671,0,2,246,165
1,40.80947,-73.94066,0,5,0,30
1,40.80507,-73.96414,1,3,0,116
0,40.7288,-73.95408,1,13,0,70
0,40.67158,-73.96007,1,30,0,46
1,40.86512,-73.92172,1,20,0,70
1,40.76658,-73.99335,1,4,0,250
0,40.68318,-73.92529,0,28,265,70
1,40.72842,-73.98679,0,4,0,140
1,40.78571,-73.97649,0,1,0,150
1,40.73957,-73.98233,1,7,0,168
0,40.62,-73.95489,1,5,105,85
0,40.63602,-73.93105,0,30,64,50
1,40.76459,-73.99035,0,1,178,99
0,40.68661,-73.91707,0,2,0,65
1,40.70689,-74.00671,1,3,140,145
2,40.69104,-73.82204,0,1,354,50
1,40.82341,-73.94444,0,30,282,39
0,40.71684,-73.94256,0,4,0,200
0,40.70464,-73.91556,0,2,145,69
1,40.7402,-73.999,1,30,126,300
0,40.70549,-73.91527,0,2,319,69
2,40.75527,-73.90835,0,31,362,40
0,40.69095,-73.95861,1,5,0,160
1,40.76013,-73.96566,2,3,0,99
0,40.70457,-73.91603,0,2,319,29
0,40.73434,-73.94186,0,5,0,55
1,40.7239,-73.99678,1,30,365,850
0,40.69602,-73.99253,0,3,0,75
0,40.70596,-73.92182,0,1,175,60
0,40.72112,-73.96034,1,60,0,249
0,40.70765,-73.92159,0,2,0,69
1,40.70438,-74.00894,0,1,0,100
0,40.69314,-73.9449,0,1,89,75
1,40.76692,-73.98548,0,2,84,179
3,40.58023,-74.10725,1,3,50,80
0,40.68707,-73.9349,1,2,9,196
1,40.84946,-73.93126,0,5,0,43
1,40.75383,-73.99733,2,4,0,145
1,40.86396,-73.9267,0,5,0,50
1,40.766,-73.98945,0,1,176,99
1,40.82205,-73.95335,0,2,55,80
1,40.72982,-73.98076,1,2,0,118
2,40.70787,-73.90961,0,1,0,55
0,40.68312,-73.9592,1,7,269,200
1,40.7242,-73.97777,0,1,0,150
0,40.63136,-73.90921,1,1,360,125
1,40.77138,-73.94973,1,1,0,145
1,40.76606,-73.99077,0,1,179,99
0,40.71919,-73.95789,0,2,0,80
1,40.74672,-74.00187,1,6,1,195
0,40.68435,-73.9274,0,14,0,42
1,40.84098,-73.937,0,30,354,53
0,40.68818,-73.99483,1,4,0,125
1,40.76431,-73.9891,0,1,174,99
1,40.74911,-74.00125,1,28,95,210
1,40.81358,-73.94296,1,3,199,177
1,40.8058,-73.9652,1,1,0,145
1,40.87492,-73.91164,0,5,349,44
1,40.72734,-73.98338,0,3,9,85
0,40.68775,-73.95997,1,4,0,150
2,40.75884,-73.81477,0,3,358,70
0,40.63676,-73.95033,0,2,0,150
1,40.80514,-73.95115,1,2,247,125
1,40.75242,-73.97112,0,3,0,200
3,40.63464,-74.07842,0,1,362,55
0,40.73034,-73.9527,0,10,156,69
1,40.72615,-74.00097,1,1,214,215
0,40.69449,-73.92629,1,3,0,235
0,40.64275,-74.00183,0,2,0,42
0,40.69531,-73.93276,0,2,131,180
1,40.80456,-73.96521,0,1,0,125
0,40.68854,-73.96848,1,4,0,160
1,40.82443,-73.94154,0,2,120,100
1,40.82348,-73.94581,0,30,202,39
0,40.64519,-73.89054,0,2,364,71
1,40.76482,-73.96061,1,1,362,1475
1,40.78093,-73.95499,0,5,66,100
1,40.76476,-73.98457,1,4,211,180
0,40.66405,-73.98512,0,14,101,79
0,40.67922,-73.94937,0,4,338,60
1,40.74769,-73.9784,1,1,90,160
1,40.74404,-73.97985,0,3,51,110
1,40.79871,-73.96801,0,6,0,193
2,40.70442,-73.89602,0,2,0,50
0,40.6838,-73.998,1,2,0,250
2,40.74399,-73.95472,0,3,341,72
0,40.70733,-73.92996,0,4,0,50
0,40.71937,-73.94556,0,2,0,35
0,40.67574,-73.98028,0,2,0,90
1,40.76597,-73.98379,1,5,69,325
2,40.70036,-73.90238,1,9,3,79
1,40.71602,-73.99293,0,1,0,180
0,40.72749,-73.9406,1,30,5,129
0,40.71871,-73.94499,1,1,0,125
0,40.69408,-73.92307,1,3,23,160
2,40.75637,-73.81576,0,2,335,100
0,40.64632,-73.98343,1,40,118,110
1,40.72166,-73.98893,1,5,30,278
1,40.78858,-73.94947,0,1,0,100
1,40.73376,-74.00095,1,3,0,350
1,40.81906,-73.95654,1,1,365,200
0,40.65274,-73.95848,0,2,0,39
0,40.65372,-73.8828,0,2,180,99
1,40.80355,-73.94647,1,30,249,110
1,40.78975,-73.97154,0,3,246,250
0,40.69432,-73.92035,0,4,179,199
0,40.66939,-73.95832,1,3,0,150
1,40.82439,-73.94014,0,1,0,55
0,40.69374,-73.94764,0,1,0,60
